,Date/Time,ROOM:Zone Lights Electric Energy [J](Hourly),ROOM:Zone Electric Equipment Electric Energy [J](Hourly),PLENUM:Zone Mean Air Temperature [C](Hourly),ROOM:Zone Mean Air Temperature [C](Hourly),ROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),ROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly) 
13, 08/21  14:00:00,680400.0,1134000.0,29.03218175115677,26.0,0.0,6099443.269823307
14, 08/21  15:00:00,0.0,1134000.0,31.839624269297772,26.00000000000001,0.0,6456452.094565042
15, 08/21  16:00:00,680400.0,1134000.0,31.72809261915336,26.00000000120872,0.0,7815729.96604653
16, 08/21  17:00:00,340200.0,567000.0,30.953171274464733,26.000000000000032,0.0,6014310.899360559
17, 08/21  18:00:00,136080.00000000006,226800.0,30.05808263956772,26.000000000000004,0.0,4876673.631594494
7, 08/22  08:00:00,340200.0,567000.0,23.749878959655298,26.00091436550581,0.0,4468746.831957835
8, 08/22  09:00:00,680400.0,1134000.0,24.515110894403485,25.999999999919424,0.0,5502797.04759321
9, 08/22  10:00:00,680400.0,1134000.0,25.49052021053524,26.000000000000075,0.0,5517137.973761546
10, 08/22  11:00:00,680400.0,1134000.0,26.73420581696946,25.999999999999975,0.0,5715486.7013262
11, 08/22  12:00:00,544320.0000000001,1134000.0,28.33850927790395,26.000000000000014,0.0,5424235.036275258
12, 08/22  13:00:00,0.0,1134000.0,30.982164403072673,25.999999999999975,0.0,6288541.3992837565
13, 08/22  14:00:00,680400.0,1134000.0,31.490436821192077,26.00000000000007,0.0,7490786.06015834
14, 08/22  15:00:00,0.0,1134000.0,33.48320821584219,26.000000000000053,0.0,7694109.2887415625
15, 08/22  16:00:00,680400.0,1134000.0,33.180041208620416,26.000000000000053,0.0,8403421.415402714
16, 08/22  17:00:00,340200.0,567000.0,32.4776760489298,25.999999999999925,0.0,6457771.030689427
